Sentence,Word,Meaning,Source
أزياء ورحلات وترف وحياة جميلة مثالية، تلك هي الصورة التي طُبعت في أذهان متتبعي الفاشينستا غنى غندور عن حياتها. هذا إلى أن أتى اليوم الذي أعلنت فيه على حسابها على وسائل التواصل الإجتماعي عن إصابتها بسرطان الثدي ما شكّل صدمة للكل.,غنى,اسم مؤنث ينطق بكسر حرف الغين,annahar
استشهد شاب فلسطيني من عرب الداخل فجر  السبت برصاص قوات الاحتلال الإسرائيلي في منطقة باب السلسلة قرب المسجد الأقصى في القدس المحتلة، وذلك مع استمرار اعتداء جنوده على المعتكفين داخل المسجد، وقد حذرت الرئاسة الفلسطينية من تفجر الأوضاع، في حين دعت مختلف الحركات والفصائل الفلسطينية إلى شدّ الرحال إلى المسجد الأقصى والرباط فيه.,فجر,وقت انكشاف ضوء الصبح قبيل شروق الشمس,aljazeera
السعودية: مطلوب أمني فجر نفسه في جدة.. أثناء إجراءات اعتقاله,فجر,جعله يتفجَّر,alqabas
ومنذ فجر التاريخ البشري، يمكن القول إن المياه النقية هي العنصر الأساسي والأكثر أهمية للبقاء. لكن مع تقدم الزمن بنا ووصولنا إلى القرن الحادي والعشرين، أصبحت المياه الآن أكثر أهمية.,فجر,مَطلَع، وبداية,bbc arabia
وهذا سيحدث حين تسود العدالة أرجاء العالم، وحين يتمتع كل كائن بشري فرد بالاحترام والكرامة.,فرد,واحد‏، منفرد,Reverso Dictionary
تى أن أحد الشباب  علق بسخرية فى أحد الأيام على موقع التواصل الإجتماعى فيس بوك قائلاً أن الوحيد لمشكلة فقدان فرد الجوارب هى أن الغسالات تحتوى على شبح لعالم آخر  تتواجد به مخلوقات برجل واحدة,فرد,أحدُ الزَّوْجَيْن من كلِّ شيءٍ,youm7
لم يركز أي تحليل شامل على العلاقة بين التعرض المهني بين مصففي الشعر والمهن المرتبطة به وخطر الإصابة بالسرطان، حتى أكدت الوكالة الدولية لأبحاث السرطان مؤخرا أن تعرض مصففي الشعر والحلاقين لمركبات فرد وصبغ الشعر يوميا قد يتسبب في إصابتهم بالسرطان، بحسب المجلة الدولية لعلم الأوبئة,فرد,تمليس الشعر,aljazeera
ثم تمد ساق واحدة، ويقابلها فرد ذراعك المعاكس لها، وحاول الإبقاء على تنفيذ تلك العملية على التوالي، وعدم السماح لساقك أو ذراعك بالاتجاه إلى الجانب أو ثنى أحدهما، حين ترفع وتمد الذراع المعاكس في نفس الوقت.,فرد,مدَّه أمامه,Reverso Dictionary
إلا أن العديد من الاضطرابات النفسية يمكنها أن تتداخل مع السمات الأساسية لشخصية كل فرد، بما في ذلك اضطرابات الشخصية.,فرد,إنسان، شخص بعينه.,Shifaa
أطلقت وكالة غوث وتشغيل اللاجئين الفلسطينيين في الشرق الأدنى (أونروا) الفصل الدراسي الثاني للعام الدراسي 2018-2019 من إحدى المدارس التابعة لها بمدينة القدس المحتلة.,فصل,مرحلة دراسية محددة الوقت.,aljazeera
لا يمثل إرسال التوائم إلى المدرسة بالنسبة ‫للآباء مجرد تحدّ مزدوج بتوفير حقيبتين مدرسيتين ومجموعتين من ‫الكتب، إلى جانب عبء الإشراف على أداء الواجب المدرسي لاثنين في نفس ‫الوقت، فهناك أيضا سؤال أساسي تتعين الإجابة عليه، وهو: هل يجب على ‫التوأمين أن يكونا معا في نفس الفصل الدراسي؟,فصل,حُجرة الدرس في المدرسة.,aljazeera
الربيع هو الفصل المفضل لملايين الناس حول العالم. فهو يعني صفحة جديدة من المناخ الرائع والطبيعة الخلابة ويرمز للبدايات الجديدة. ففيه تنبت الأزهار وتتبرعم الأوراق ويستيقظ العالم من سباته الشتوي الطويل.,فصل,مرحلة زمنية من مراحل السنة الأربع.,arabic post
وبالعودة إلى سؤال أبي حنيفة، فإن الجواب الصحيح يقول بأن صاحب الثوب يعطي الأجرة للخياط إن كان الخياط قد فصَّل الثوب على مقاس صاحب القماش، مما يعني بأنه لم يفكر في سرقة الثوب إلا بعد أن أكمل خياطته.,فصل,قطّعه على مقاس صاحبه بقصد خياطته.,aljazeera
وشمل قرار الفصل الصحفيين: مرام سالم وفرح مرقة من فلسطين، وداود إبراهيم من لبنان، ومرهف محمود من سوريا، وباسل العريضي من لبنان وهو مدير مكتب دويتشه فيله في بيروت.,فصل,الطرد,aljazeera
فصّل باكستاني معتقل في سجن غوانتانامو الأميركي التعذيب والاغتصاب الذي تعرض له من قبل «وكالة الاستخبارات المركزية الأميركية (سي آي إيه)» على مدى 3 سنوات، خلال محاكمته أمام محكمة عسكرية قضت بسجنه 26 عاماً.,فصل,قدَّم شرحًا وافيًا,aawsat
"الفصل بين الجنسين، صحيفة ""يديعوت أحرونوت"" العبرية، قالت، الأحد، 24 ديسمبر/كانون الأول 2022: ""يثير هذا مخاوف بشأن الفصل بين الجنسين في الأعمال التجارية أو رفض تقديم الخدمات لأعضاء مجتمع المثليين"".",فصل,تفريق، إبعاد,arabic post
عبر عشرة فصول رشيقة الأسلوب، يشرح هارفورد العديد من المفاهيم الاقتصادية دون الاضطرار إلى الالتزام بنسق سردي متصل، كل فصل من فصول الكتاب يحتوي على فكرة أساسية تتناول جانبا اقتصاديا معينا يسهب في توضيح معانيه وضرب الأمثلة عليه.,فصل,قِسْم مستقل من الكتاب ونحوه,aljazeera
ولا يلام العبد أبدًا على محبة العشيرة والوطن والولد والزوجة والمال ولا تناف تلك المحبة محبة الله والإيمان به إذا كان ذلك في حدود الشرع ولم يترتب عليه مفسدة لأنه حب فطري غريزي قد فطر الله الإنسان عليه وأباحه الشرع ولم ينه عنه رسول الله - صلى الله عليه وسلم - بل كان يحب صلى الله عليه وسلم بلده وأهله وعشيرته. ويشترط لتلك المحبة أن تكون تابعة للشرع مقيدة بأحكامه وضوابطه ولا تناف مقاصده.,فطر,فَطَرَ اللهُ الشيءَ: أوجدَه وأنشأَه,islam way
"في مدينة نابلس أطلقت مجموعة شبابية حملة ""فطّر غيرك يزدد خيرك"". الناشط في الحملة حسن قمحية يوضح لـ""العربي الجديد"" أن الحملة تقوم على تقاسم إفطارك بينك وبين عائلة محتاجة حيث تقوم المجموعة بأخد وجبة الإفطار من العائلة المتبرعة وتوصلها للعائلة المحتاجة قبل الأذان"".",فطر,كسر الصيام,alaraby
"قال لويس هاميلتون أنه يشعر ""بالحزن يخيّم على قلبه"" بسبب أخبار ما يحصل في 2020، كاشفاً أن نبأ وفاة شادويك بوزمان ""فطر قلبه"".",فطر,فَطَرَ الحزنُ قلبَ فلانٍ: أثَّرَ فيه تأثيرا عميقا,motorsport
من أنواعه فطر الخمائر وكذلك فطر البنيسيليوم الذي له القدرة على إنتاج المضاد الحيوي المورق بالبنسلين.,فطر,نبات من فصيلة الغَارِيقُونِيَّات.,wikipedia
احتفل المسلمون بأول عيد فطر في الإسلام في السنة الثانية للهجرة بعد صيام أول رمضان في تلك السنة.,فطر,العيد الَّذي يعقب صوم رمضان عند المسلمين,wikipedia
غالياً ما يصيب مرض الفطر الأسود الأشخاص الذين يعانون من ضعف المناعة، أو يتناولون الأدوية المثبطة للمناعة، وقد يصيب الجلد بعد التعرض للجروح أو الحروق,فطر,اسم مرض ويأتي مركب,Altibbi
على صعيد آخر، أكد عبد الكريم الهاروني رئيس مجلس شورى حركة «النهضة» أن الحزب قدم موقفا أكثر وضوحا حول مسألة ترشيح يوسف الشاهد وأعضاء الحكومة إلى الانتخابات الرئاسية والبرلمانية المزمع إجراؤها خلال شهر نوفمبر (تشرين الثاني) من السنة المقبلة.,قدم," طرَحَه, عرَضَه",aawsat
قدم المشكلة يرجع في الواقع إلى العلاقة المتينة بين الإنتاج الاقتصادي وبين عدد السكان…,قدم,قِدَم الشيء: وجوده منذ زمن بعيد,lexicon.alsharekh
صورة اشعة عادية جانبية للقدم والمريض واقف وصورة وامامية .,قدم,ما يطأ الأرض من رجل الإِنسان؛ وفوقها السّاق، وبينهما المفصل المسمى الرسغ,Altibbi
مصر تستورد قطرًا جديدة ضمن تطوير منظومة السكك الحديدية…,قطر,جمع كلمة (قطار)، مجموعة من عربات السكّة الحديد تجرّها قاطرات تنقل الناس والبضائع.,lexicon.alsharekh
تُحسَبُ مساحةُ الدائرةِ بضرب {pi} في مُربَّعِ نصف قطرها.,قطر,خطّ مستقيم يقسم الدائرة ومحيطها إلى نصفين مارًّا بمركزها.,wikipedia
"وقال هيثم الشريف، وهو مهندس مدني سوداني يعمل في ملاعب قطر منذ 2007، إن ""حالة الجو إلى جانب معايير الأداء العالية التي وضعناها لأنفسنا تجعل من الصعب للغاية تطوير المنتج الذي نحتاجه، ولكننا نجحنا"".",قطر,دولة,aljazeera
ما إن انتهى الرئيس الأميركي دونالد ترامب من توقيع قراره -المرفوض عربيا وإسلاميا ودوليا- الاعتراف بالجولان أرضا إسرائيلية؛ حتى أهدى القلم الذي وقع به الاعتراف إلى رئيس الوزراء الإسرائيلي بنيامين نتنياهو؛ في خطوة بالغة الدلالة والرمزية.,قلم,ما يكتب به,aljazeera
قلم الحسابات بالشركة هو المسؤول عن حساب الأرباح والخسائر وكذلك حساب قيمة مكافآت الموظفين…,قلم,مكتب إداري,lexicon.alsharekh
بالأمس شاهدت حلقة لبرنامج الاتجاه المعاكس وكيف ظهر الشاب علاء الحطاب (مقدم برامج في قناة العراقية) الذي اقتحم بكاريزميته الأنيقة وكر قناة الجزيرة وعَقد لسان مشعوذها فيصل القاسم وحطم الصنم الصدامي داوود البصري و قَلم اغصان شجرة الجزيرة القطرية هذه الشجرة الخبيثة التي سممت افكار وعقول العرب بحنظل زيفها وفساد رأيها وكذب رسالتها ..,قلم,أَيَ قَطَعَ مَا طَالَ مِنْهُ,khabaar
ناسا تعلن مشاركة أول امرأة في مهمة للتحليق حول القمر.. يرافقها أول أمريكي من أصل إفريقي,قمر,جرم سماوي صغير يستمدّ نوره من الشمس، ويدور حول الكوكب ويكون تابعًا له,arabic post
ذكرت وكالة كيودو اليابانية أن وزير الدفاع ياسوكازو هامادا أمر -اليوم السبت- قواته للتأهب لاحتمال سقوط صاروخ كوري شمالي على أراضي البلاد، من المنتظر أن يحمل أول قمر صناعي للتجسس تطلقه بيونغ يانغ.,قمر,جهاز يُطلَق بواسطة صاروخ إلى الفضاء للاستخدامات المتقدمة,aljazeera
تنتشر بعض المشروبات خلال شهر رمضان وتزداد شعبيتها عند الصائمين. و من هذه المشروبات العرقسوس، والكركديه، والخروب، والتمر الهندي، وقمر الدين، والسوبيا وشراب الدوما.,قمر,اسم طعام أو شراب ويأتي مركب مع كلمة الدين,Altibbi
يستعد حاليا الفنان مصطفى قمر لتصوير فيلمه الجديد 'عصابة الدكتور عمر' الذي من المقرر عرضه في الموسم الصيفي المقبلِ تدور احداث الفيلم في اطار كوميدي https://www.alqabas.com/article/40780 :إقرأ المزيد,قمر,اسم علم شخصي يستخدم للاناث والذكور، أو لقب,alqabas
لعلاج ارتفاع إنزيمات الكبد المرتفعة مع مرضى متلازمة الأيض، يمكن تحسين حالة ارتفاع الإنزيمات عن طريق تعديل أسلوب الحياة نحو الأفضل، عبر الخطوات التالية: فقدان بعض الوزن، الانتظام على ممارسة الرياضة يوميًا على الأقل مدة نصف ساعة مشي، تناول وجبات غذائية صحية متوازنة من الألياف، والفيتامينات، والنشويات، والبروتين، السيطرة على مستوى سكر الدم في المعدل المنضبط، الحد من التوتر والقلق عن طريق الرياضة، والتأمل، أو ممارسة اليوجا، والتخلص من بعض الالتزامات اليومية الشاقة.,كبد,كبد الكائن الحي,Altibbi
الخلود والملك الذي لا ينتهي، ذلك الطموح الذي أخرج آدم من الجنة ليعترش كبد وعناء الدنيا، نفسه ذلك الطموح الذي لهث خلفه هاديس. أينجح في الخلود؟ أينال الملك الأبدي؟,كبد,مشقَّة وعناء,menassati
ومن المعروف أن النباتات يمكنها رصد الضوء، فإنك إذا أمعنت النظر إلى زهرة عباد شمس، ستكتشف أنها تغير اتجاهها نحو الشمس كلما تحركت في كبد السماء.,كبد,وَسَطُ الشيء ومعظمُه,hes press
ذكر خطاط عراقي يقيم في الأردن حاليا أنه كتب القرآن الكريم كاملا بدم الرئيس العراقي السابق صدام حسين الذي نذر ذلك بعد تعرض ابنه عدي لمحاولة اغتيال جرت عام 1998.,كتب,كَتَبَ فلانٌ الرسالةَ ونحوها: خطها، نسخها,aljazeera
ستتفاجأ عزيزي القارئ عندما تجد أن هذه الرواية تصف مرحلةً قريبةً جداً من حاضرنا وتصف لك بدقة أحداثاً عايشتها أنا وأنت، وكيف تصرفت النخب والإعلام، ستصل لمرحلةٍ تظنّ أن الرواية كُتبت حديثاً، وتكمن عظمتها أيضاً أنها ستكشف لك سرعة فقدان الذاكرة لدى الشعوب.,كتب,كَتَبَ فلانٌ الروايةَ ونحوَها: ألَّفها.,aljazeera
يروي لنا هذه الحكايا الشاب المُثقف طيّب الأخلاق والفكر والمعشر (علي العكرمي) التي بدأت منذ عام 1973 رحلة من العذاب تفوق خيال أقسى عذاب على هذا الكوكب، بلاءٌ كتبه الله عليه حتى رأى نور ربه في عام ٢٠٠٣ ليكمل بذلك نصاب ثلاثون عاماً من الألم والبشاعة والإجرام واللإنسانيّة واللارحمة من مخلوقات لا يمكن وصفهم أنهم من بنو البشر ولا يمكن تخيّل أنهم ذو فطرة سليمة ولا نفسيّة مُستقيمة، هم قلوبٌ نزع الله منها الرحمة كما ينزعُ الروحُ من الجسد.,كتب,كَتَبَ اللهُ الشيءَ: قدَّره وفرضه,aljazeera
الشيء المهم في الكتابة هو أنه فن لا علم، ولا توجد خطوات حتمية لا جدال فيها عليك اتباعها لتصبح روائيا عظيما، ومع ذلك فإن هناك أمورا أساسية -مثل تجنب الأخطاء الإملائية والنحوية- ستضع روايتك في مكانة جديرة باكتساب ثقة القراء والناشرين وموزعي الكتب.,كتب,جمع كلمة (كِتَاب)، صحف مؤلفة مجموعة ومضمومة بين غلافين,aljazeera
تدليك باطن القدم أكثر جدوى لأنه أكثر حساسية من كف اليد التي تفقد من حساسيتها جراء استخدامها المفرط في كل حركة وحركة.,كف,رَاحَةُ اليَدِ او القدم مَعَ الأَصَابِعِ,aljazeera
من جانب آخر ذكر الخلايلة بأنّ صندوق الزكاة، وضمن استعداداته للشهر الفضيل، يعمل على سداد الذمم المالية عن دفعة كبيرة من الغارمات و كف الطلب عنهن ضمن الأسس والشروط بالتعاون مع الشركاء المعنيين.,كف,التوقُّف عن فعل ما,arabia weather
"استعاد مصري كان كُف قبل 18 عاما, بصره في ليلة السابع والعشرين من شهر رمضان المبارك بعد أدائه صلاة التراويح والقيام مع المصلين بتلك الليلة في مسجد بحي جنوب الأقصر.",كف,أعماه,aljazeera
أسر الداعية الإسلامي عمرو خالد غير الأزهري لب الشباب عبر برامجه بالقنوات الفضائية وأحاديثه في المساجد والتي أضافت بعدا جديدا للدعوة الإسلامية.,لب,عقل,aljazeera
قال له أرجوك ادخل في لب الموضوع لأن وقتي لا يسمح بالمقدمات...,لب,قلب‏,lexicon.alsharekh
وفي أول رد له، صرح الأمين العام لجامعة الدول العربية عمرو موسى بأن القضية الفلسطينية هي لب عدم الاستقرار في منطقة الشرق الأوسط، داعيا الولايات المتحدة إلى البناء على كلمة أوباما والسعي خلال الأسابيع والشهور القادمة للتحرك نحو قيام دولة فلسطينية مستقلة على حدود 1967 وعاصمتها القدس الشرقية.,لب,جوهر‏، خالص كل شيء,aljazeera
عند استمراره يصل التسوس إلى الطبقة الداخلية من السن التي تسمى اللب، وتحتوي على الأعصاب والأوعية الدموية التي تغذي السن، ويؤدي هذا إلى التهاب اللب وحدوث ألم حاد.,لب,عصب الاسنان,aljazeera
لن يكون للأرض المسطحة مجال مغناطيسي أرضي حولها، حيث ينشأ هذا المجال من خلال حركة تيارات لب الأرض الغني بالحديد المنصهر، ولن يكون للأرض المسطحة هذا اللب، وعندها ستتعرض الحياة على الأرض إلى الجسيمات المشحونة والإشعاع الخطير الصادر من الشمس، والتي من شأنها أن تسبب السرطان وتتلف حمضنا النووي.,لب,النطاق الصخريّ المحيط بسطح الأرض من داخلها، قلب الأرض الكثيف الذي يتكوّن منه أغلب كتلتها,arabia weather
"ومن الأطعمة الربيعة التي تحتوي على البروتين الخرشوف، اللوز، لب القرع، وغيرها من أطعمة فصل الربيع الغنية بالبروتين الذي يوفر الحمض الأميني تربتوفان والذي يتحول إلى هورموني السيروتونين والميلاتونين. وفقا لرئيسة قسم التغذية في موقع ""نيوتري سنتر"" شونا ويكنسون.",لب,ما في جوف بعض الفواكه من ثمرة تؤكل.,arabia weather
يمكن أن يشعر بعض الأشخاص بالوخز والتنميل في اللسان بعد تناول بعض الأطعمة الساخنة أو الحارة، أو تلك التي تحتوي على مواد كيميائية، أو تسبب الحساسية، لكن في هذه الحالات يكون السبب واضحاً.,لسان,عضو لحمي في الفم من عروق وعضل، وهو أداة النطق والتذوُّق.,arabic post
صورة للشمس وتظهر فيها ألسنة اللهب، تم تصويرها صباح هذا اليوم من مدينة أبوظبي بواسطة مركز الفلك الدولي، باستخدام تلسكوب شمسي خاص يظهر الطبقات العليا من الشمس. لسان اللهب في أعلى الصورة أكبر من حجم الأرض كلها كما هو مبين في الصورة,لسان,ما ارتفع من اللهب,youm7
أخبرتني برحيل والدتها، وفي حديثها سمعت ألفاظ الدعاء تخرج من ثغرها وفيها معاني الألم والحزن، وفيها أيضاً الوفاء والإخلاص، والحب الذي يتركه الميت وراءه إذا ترك خلفه ابنة صالحة مثل هذه السيدة، التي تحاورت معها هناك في مطار تونس – قرطاج.. كانت تتحدث إليَّ بلسان عربي مُرقع تتصارع فيه الألفاظ الفرنسية مع العربية؛ وهي تسعى جاهدة إلى تشكيل جملة مفيدة، بالرغم من تبعثرالألفاظ الفرنسية في ذهنها، ومن شدة هذه البعثرة يشعر المنصت إليها بأن لغتها الأم هي الفرنسية، لا العربية، لذا كانت تتلعثم بالعربية عندما كانت تحاول التحدُّث بها..,لسان,لغة القوم التي ينطقون بها,arabic post
وقد يكون لدنيا خلال سنوات قليلة الفرصة لاستعمال هذه الشبكات التي تذوب داخل الشريان وتختفي بعد ان تقوم باداء دورها في فتح الشريان واعادة الدم ثم تتحلل الى مواد بسيطة تختفي مع مجرى الدم لتكون بمثابة الجندي المجهول الذي قام بواجبه ثم مضى بهدوء ودون ان يعرف احد انه كان هناك ودون ان يلقى التقدير الذي يستحقه.,مضى,ذَهَبَ‏، وابتعَدَ,Altibbi
مضى الحلاق بالمقص قبل تقصير شعر الطفل.,مضى,صار حادًّا سريع القطع,gpt
وأوضح شاكر، خلال حلقته في برنامج حبر سري، الذي تقدمه الإعلامية أسما إبراهيم، على شاشة قناة القاهرة والناس: ويجز على فكرة غنى أغنيته دي قبل ما يدخل النقابة، لكن ده لو بعد ما مضى التعهد واجتاز اختبارات النقابة,مضى,أجازه ووقّع عليه ليثبته,cairo24
"أوردت مجلة ""نيوزويك"" (Newsweek) الأميركية أن القوات الروسية أصبحت تخسر أعدادا كبيرة من القوات أكثر من أي وقت مضى خلال الحرب الأوكرانية، وعرضت عددا من الأسباب لذلك.",مضى,خلا، ومرَّ,aljazeera
"منحت هيئة تنظيم الاتصالات تصريحًا جديدًا لشركة ""عُمان داتا بارك""؛ لتقديم خدمة الاتصالات الصوتية والمرئية عبر بروتكول الإنترنت، ما يسهم في توسيع قاعدة الخدمات المقدمة عبر بروتكول الإنترنت في سلطنة عُمان.",منح,أَيْ إِعْطَاءهُ,argaam
"وبينما توقف التلفزيون الحكومي إلى حد كبير عن بث مقابلات مع منتقدي الرئيس، استمرت وسائل الإعلام الأخرى -بما في ذلك ""موزاييك إف إم""- في منح الكلمة لخصوم سعيد، وبث برامج تنتقد بشدة خططه السياسية والاقتصادية.",منح,اعطاء,aljazeera
تغطي جميع المنح الدراسية المدرجة أدناه تذاكر السفر بالطائرة، والإقامة، والوجبات، والمصروف، ورسوم التأشيرة، والنقل، والرسوم الدراسية، والتكاليف الأخرى.,منح,منحة [ مفرد ] : عطية ، هبة,aljazeera
أصيب صباح اليوم الثلاثاء مستوطن إسرائيلي بجروح إثر إطلاق النار عليه من سيارة عابرة في وادي الحرمية شمالي رام الله، قبل أن يفر منفذ العملية من المكان.,نار,طلقات رصاص ونحوه.,aljazeera
أفادت مؤسسة السجون الإيرانية بأنه تمت السيطرة على اضطرابات وشجارات بين سجناء محكومين بتهم جنائية في سجن إيفين، متهمة السجناء بإضرام النار في ورشة خياطة داخل السجن.,نار,عنصر طبيعي فعال يمثله النور والحرارة المحرقة ويُطْلَق على اللهب.,aljazeera
قال النووي: «أن من قتل نفسه أو ارتكب معصية غيرها ومات من غير توبة فليس بكافر، ولا يقطع له بالنار، بل هو في حكم المشيئة».,نار,جهنم التي وعدها الله عباده الكافرين والعاصين,wikipedia
يقوم الشخص البالغ الذي يتمتع بصحة جيدة بعملية الشهيق والزفير حتى 20 مرة في الدقيقة، أي ما يعادل 30000 نفس في اليوم.,نفس,الرَّيحُ تدخل وتخرج من أَنف الحيّ ذي الرَّئة وفمِه حالَ التَّنَفُّس,Shifaa
سنعرض بعض نتائج أبحاث علم نفس العلاقات، والتي درست العوامل الأساسية التي تشكّل العلاقات الناجحة، وحاولت استخلاص أهمّ الملامح التي تتنبّأ بعلاقة ناجحة بين الطرفين. وهكذا، يمكن لهذه المؤشرات العامة أن تكون أحد الوسائل التي يستعين بها الإنسانُ على صنع قراره.,نفس,الجانب الداخلي للإنسان والذي يشمل العواطف والمشاعر والاتجاهات والمعتقدات والقيم والتصورات الذاتية والتفكير والذاكرة والإدراك.,aljazeera
يعاني كثير من الأطفال عدم قدرتهم على التحكم في النفس في مواجهة المواقف الصعبة، إذ يفقدون السيطرة على عواطفهم وانفعالاتهم وينتهي بهم الأمر وحيدين من دون أصدقاء.,نفس,الذات,aljazeera
ثم بين - سبحانه - أن مرد الخلق جميعا إلى الله ، وأن كل نفس مهما طال عمرها لا بد أن يصيبها الموت ، وأن الدار الباقية إنما هى الدار الآخرة التى سيحاسب الناس فيها على أعمالهم,نفس,رُوح‏، ما به حياة الكائن الحي.,surahquran
وتشير قياسات هذه الطاقة الصوتية المكتشفة المسماة بالموجات الزلزالية، إلى أن اللبّ السائل أكثر كثافة وأصغر مما كان يعتقد سابقا، ويتألف من مزيج من الحديد والعديد من العناصر الأخرى، ويبلغ حجم قلب المريخ نفس حجم القمر وهو ضعف كثافته تقريبا.,نفس,ذات الشيء وعينه,arabia weather
ضوء النجوم[1][2][3] أو نور النُجوم[4] أو إضاءة النجوم (بالإنجليزية: Starlight)‏ هو الضوء الصادر عن إشعاع النجوم.,نور,ضَوْءٌ وسطوع، ضدّ الظُّلمة,wikipedia
بدأ في الدراسة منذ نعومة أظافره، وأبصر نور العلم في محظرة والده (وهي جامعة بدوية تدرس فيها جميع العلوم الشرعية واللغوية وهي سمة للثقافة الشنقيطية) فأكمل حفظ القرآن الكريم قبل أن يبلغ سن العاشرة.,نور,الإيمان والهداية والعلم - الحكمة وازالة الجهل,aljazeera
ولد نور الدين في فجر يوم الأحد من 17 شوال 511هـ،[6] وهو ثاني أولاد عماد الدين زنكي بعد سيف الدين غازي.,نور, اسم علم شخصي من أصل عربي يستخدم للذكور والأناث,wikipedia
منذ عدة أسابيع، تستحوذ أزمة المغربي أشرف حكيمي، لاعب باريس سان جيرمان الفرنسي، مع زوجته السابقة الممثلة الإسبانية من أصول عربية، هبة عبوك، على اهتمام وسائل الإعلام الفرنسية والإسبانية على حد سواء، والعربية أيضاً,هبة,اسم علم مؤنث عربي، من الفعل وهبَ.,arabic post
"أما عن تمويل صفقة الطائرات العسكرية بغرض التدريب، فإن الجزء الأكبر سيكون من خلال ""الهبة الأمريكية"" بينما ستدفع تونس الباقي، حسبما ذكرت الوزارة.",هبة,ما يُعْطَى بلا عوض,arabic post
" دعا الحزب ""كافة القوى الوطنية الحية، من أحزاب سياسية ومنظمات مدنية، إلى هبة شعبية تضامناً مع إخوتنا هناك، وذلك بتشكيل جبهة للتضامن مع الإخوة الفلسطينيين في قضيتهم العادلة""، منوهاً إلى أنه سيبدأ ""تنظيم سلسلة من النشاطات الجماهيرية والتعبوية تضامناً مع الإخوة الفلسطينيين"".",هبة,ثورة وانتفاضة.,arabic post
بعد الخضوع لعملية قيصرية بالنسبة للنساء، تكون العودة لنظام الهضم الطبيعي أسرع لدى اللواتي جمعن بين مضغ العلكة وتناول الطعام السائل.,هضم,تحويل الطعام إلى مواد قابلة لأن يمتصها الجسم.,arabic post
وأشارت في حديث للجزيرة نت إلى أن أبرز هذه الانتهاكات يتمثل في قضية المساواة بين الرجل والمرأة من حيث الحقوق والواجبات، وأيضا هضم حقوق المرأة في التعليم والعمل والملكية الفكرية.,هضم,هَضْم الحقوق: إنقاصها وبخسها.,aljazeera
"الحصولُ على منبرٍ أضحى من أساسيّات الحقوق الإنسانية التي ضاعَ جلّها وأكثرها بين ظلم وهضم وتسلّط أو بين ترك للحبل على الغارب وإهمال المراقبة وفقدان التشريعات والتقليل من شأن الديانات والمعتقدات لتكونَ بعد ذلك الأخلاقيات والسلوكيّات ورقاً ""منديليّاً"" يستخدمُ ويرمى ويستباح ويترك متى دعَتِ الحاجة الشخصية لذلك، والهمّ هو أن تُخرج من فمك ذلك الذي يزعجك ماءً كانَ أم بُصاقاً وتُطيح به في مدونة إلكترونيّة..",هضم,جور وظلم.,aljazeera
"حسنا، ما سبق ليس نصائح مدربك في ""صالة الرياضة""، بل هو ما دأب متخصِّصو علوم الأعصاب، والطلاب المتفوقون وأساتذتهم الناصحون لهم، على قوله عن استذكار أيام الامتحانات، لكن دعنا الآن نبدأ في توضيح مجموعة من الآليات القوية لهضم المنهج في فترة قصيرة جدا هي كل ما تبقَّى لك قبل الامتحانات، في تلك النقطة سأطلب إليك فورا أن تبدأ بوضع جدول أو خطة لكل مادة دراسية، خطة يومية واضحة تشتمل على قطع المنهج وعدد الساعات لكلٍّ منها.",هضم,فَهم و استيعاب,aljazeera
بعدما ظلت النوافذ مغلقة لفترة طويلة، هوّى الخادم الغرفة من خلال فتحها.,هوى,أدخل إليه الهواء النقيّ,gpt
وقد انفجر الصاروخ بعد ثوان من إنطلاقه من منصة إطلاق تجارية في فرجينيا ثم هوى إلى الأرض في كرة ضخمة من النيران والدخان لكن السلطات قالت إنه لم تحدث أي إصابات.,هوى,سقط من علو إلى أسفل,arabia weather
"وهوى المؤشر الرئيسي العام لسوق دبي المالي بأكثر من 65% منذ بداية العام, كما تراجع مؤشر سوق أبو ظبي بأكثر من 37%.",هوى,تراجع أو انخفض,aljazeera
فَاللَّهُ الَّذِي خَلَقَكُمْ هُوَ أَعْلَمُ بِالَّذِي يَتَّقِي اللَّهَ وَيَخَافُ مَقَامَ رَبَّهِ وَيَنْهَى النَّفْسَ عَنِ الْهَوَى,هوى,ميل النفس للشيء وحبها له,almaany
جنبلاط: إنها مرحلة الدوزنة الدقيقة والمدروسة وكما قيل خير الأمور الوسط...,وسط,المعتدل من كل شيء,lexicon.alsharekh
« الكاظمي » رفض!: باسيل وسّط عبّاس ابراهيم ليلتقي البابا في العراق! حاول باسيل الاستفادة من كونه في ما يُسمّى « محور الممانعة »، فطلب من رئيس جهاز الامن العام اللواء عباس ابراهيم التوسط لدى السلطات العراقية، ليكون هو (أي باسيل) الشخصية المارونية الوحيدة، في استقبال الحبر الاعظم خلال زيارته الى العراق! وكان سبق لمدير العام للأمن العام اللبناني تسليم رسالة من ميشال عون للكاظمي في بغداد في منتصف أيار/مايو ٢٠٢٠.,وسط,جَعَلَه وسيطا‏,midle east transparetn
